confidence,order_of_highest_convergence,output_90fraction_completion
0.155573543388712,21.83,17.4000000000037
0.155573543388712,20.58,16.9000000000037
0.844426456611288,19.13,16.4875000000036
0.844426456611288,17.46,16.2875000000036
0.844426456611288,14.69,15.9375000000036
0.844426456611288,15,15.7750000000036
0.844426456611288,15.29,15.6750000000036
0.155573543388712,15.54,15.5875000000036
0.155573543388712,15.77,15.5375000000036
0.155573543388712,15.54,15.5875000000036
0.844426456611288,15.29,15.6750000000036
0.844426456611288,15,15.7750000000036
0.844426456611288,14.69,15.9375000000036
0.844426456611288,17.46,16.2875000000036
0.844426456611288,19.13,16.4875000000036
0.155573543388712,20.58,16.9000000000037
0.155573543388712,21.83,17.4000000000037
0.155573543388712,21.97,17.5000000000037
0.844426456611288,21.12,17.5875000000037
0.844426456611288,19.46,16.8250000000037
0.844426456611288,17.57,16.5125000000036
0.844426456611288,14.49,16.1000000000036
0.844426456611288,14.83,15.8500000000036
0.844426456611288,15.13,15.7250000000036
0.844426456611288,15.4,15.6375000000036
0.155573543388712,15.64,15.5625000000036
0.844426456611288,15.4,15.6375000000036
0.844426456611288,15.13,15.7250000000036
0.844426456611288,14.83,15.8500000000036
0.844426456611288,14.49,16.1000000000036
0.844426456611288,17.57,16.5125000000036
0.844426456611288,19.46,16.8250000000037
0.844426456611288,21.12,17.5875000000037
0.155573543388712,21.97,17.5000000000037
0.155573543388712,22.52,18.0500000000037
0.844426456611288,21.32,17.7125000000037
0.844426456611288,19.95,17.3875000000037
0.844426456611288,17.76,16.8375000000037
0.844426456611288,14.27,16.3375000000036
0.844426456611288,14.64,15.9875000000036
0.844426456611288,14.96,15.7875000000036
0.844426456611288,15.25,15.6875000000036
0.844426456611288,15.51,15.5875000000036
0.844426456611288,15.25,15.6875000000036
0.844426456611288,14.96,15.7875000000036
0.844426456611288,14.64,15.9875000000036
0.844426456611288,14.27,16.3375000000036
0.844426456611288,17.76,16.8375000000037
0.844426456611288,19.95,17.3875000000037
0.844426456611288,21.32,17.7125000000037
0.155573543388712,22.52,18.0500000000037
0.844426456611288,23.01,19.2750000000037
0.844426456611288,21.49,17.9375000000037
0.844426456611288,20.41,18.4500000000037
0.844426456611288,18.08,17.3875000000037
0.844426456611288,14.01,16.7000000000037
0.844426456611288,14.44,16.1375000000036
0.844426456611288,14.78,15.8875000000036
0.844426456611288,15.09,15.7375000000036
0.844426456611288,15.36,15.6375000000036
0.844426456611288,15.09,15.7375000000036
0.844426456611288,14.78,15.8875000000036
0.844426456611288,14.44,16.1375000000036
0.844426456611288,14.01,16.7000000000037
0.844426456611288,18.08,17.3875000000037
0.844426456611288,20.41,18.4500000000037
0.844426456611288,21.49,17.9375000000037
0.844426456611288,23.01,19.2750000000037
0.844426456611288,22.08,18.3750000000037
0.844426456611288,22.08,18.9000000000037
0.844426456611288,20.46,18.2375000000037
0.844426456611288,18.51,18.4875000000037
0.844426456611288,13.63,17.3500000000037
0.844426456611288,14.21,16.4000000000036
0.844426456611288,14.59,16.0250000000036
0.844426456611288,14.92,15.8125000000036
0.844426456611288,15.21,15.6875000000036
0.844426456611288,14.92,15.8125000000036
0.844426456611288,14.59,16.0250000000036
0.844426456611288,14.21,16.4000000000036
0.844426456611288,13.63,17.3500000000037
0.844426456611288,18.51,18.4875000000037
0.844426456611288,20.46,18.2375000000037
0.844426456611288,22.08,18.9000000000037
0.844426456611288,22.08,18.3750000000037
0.844426456611288,20.86,17.7000000000037
0.844426456611288,22.15,20.1500000000037
0.844426456611288,20.6,18.6875000000037
0.844426456611288,18.67,20.1625000000037
0.844426456611288,12.46,18.8375000000037
0.844426456611288,13.94,16.8125000000037
0.844426456611288,14.38,16.2000000000036
0.844426456611288,14.74,15.9250000000036
0.844426456611288,15.05,15.7375000000036
0.844426456611288,14.74,15.9250000000036
0.844426456611288,14.38,16.2000000000036
0.844426456611288,13.94,16.8125000000037
0.844426456611288,12.46,18.8375000000037
0.844426456611288,18.67,20.1625000000037
0.844426456611288,20.6,18.6875000000037
0.844426456611288,22.15,20.1500000000037
0.844426456611288,20.86,17.7000000000037
0.844426456611288,19.87,17.3000000000037
0.844426456611288,20.75,18.8375000000037
0.844426456611288,21.03,20.8875000000037
0.844426456611288,18.24,19.2375000000037
0.844426456611288,1.79,24.1750000000038
0.844426456611288,13.48,17.6000000000037
0.844426456611288,14.15,16.4875000000036
0.844426456611288,14.54,16.0500000000036
0.844426456611288,14.87,15.8375000000036
0.844426456611288,14.54,16.0500000000036
0.844426456611288,14.15,16.4875000000036
0.844426456611288,13.48,17.6000000000037
0.844426456611288,1.79,24.1750000000038
0.844426456611288,18.24,19.2375000000037
0.844426456611288,21.03,20.8875000000037
0.844426456611288,20.75,18.8375000000037
0.844426456611288,19.87,17.3000000000037
0.785989198621455,19.16,16.9500000000037
0.844426456611288,19,17.9125000000037
0.844426456611288,20.14,21.8250000000037
0.844426456611288,17.5,20.5125000000037
0.844426456611288,1.79,30.3125000000038
0.844426456611288,1.79,19.5000000000037
0.844426456611288,13.85,16.9625000000037
0.844426456611288,14.33,16.2500000000036
0.844426456611288,14.69,15.9375000000036
0.844426456611288,14.33,16.2500000000036
0.844426456611288,13.85,16.9625000000037
0.844426456611288,1.79,19.5000000000037
0.844426456611288,1.79,30.3125000000038
0.844426456611288,17.5,20.5125000000037
0.844426456611288,20.14,21.8250000000037
0.844426456611288,19,17.9125000000037
0.785989198621455,19.16,16.9500000000037
0.576944095519043,6.38,17.1750000000037
0.788238776818842,19.9,17.4500000000037
0.844426456611288,19.87,18.8250000000037
0.844426456611288,20.45,23.9500000000038
0.844426456611288,17.73,19.6875000000037
0.844426456611288,18.6,20.1125000000037
0.844426456611288,17.97,17.5875000000037
0.844426456611288,17.6,16.8875000000037
0.844426456611288,17.48,16.5500000000036
0.844426456611288,17.6,16.8875000000037
0.844426456611288,17.97,17.5875000000037
0.844426456611288,18.6,20.1125000000037
0.844426456611288,17.73,19.6875000000037
0.844426456611288,20.45,23.9500000000038
0.844426456611288,19.87,18.8250000000037
0.788238776818842,19.9,17.4500000000037
0.576944095519043,6.38,17.1750000000037
0.851326807682765,6.24,16.6500000000037
0.631183339869722,6.39,17.0000000000036
0.747870324071674,20.4,17.3875000000037
0.844426456611288,20.4,19.6250000000037
0.844426456611288,19.84,19.8750000000037
0.844426456611288,19.85,18.4750000000037
0.844426456611288,19.46,17.5375000000037
0.844426456611288,18.79,16.6500000000037
0.844426456611288,18.5,16.2875000000036
0.844426456611288,18.79,16.6500000000037
0.844426456611288,19.46,17.5375000000037
0.844426456611288,19.85,18.4750000000037
0.844426456611288,19.84,19.8750000000037
0.844426456611288,20.4,19.6250000000037
0.747870324071674,20.4,17.3875000000037
0.631183339869722,6.39,17.0000000000036
0.851326807682765,6.24,16.6500000000037
0.871492403661887,6.12,15.9750000000036
0.865130679209731,6.25,16.5125000000036
0.682298323237819,6.41,17.0875000000037
0.702708438181763,21.47,17.7000000000037
0.844426456611288,21.22,21.5875000000037
0.844426456611288,20.68,18.2375000000037
0.844426456611288,20.6,18.1125000000037
0.844426456611288,19.75,16.8000000000037
0.844426456611288,19.25,16.3000000000036
0.844426456611288,19.75,16.8000000000037
0.844426456611288,20.6,18.1125000000037
0.844426456611288,20.68,18.2375000000037
0.844426456611288,21.22,21.5875000000037
0.702708438181763,21.47,17.7000000000037
0.682298323237819,6.41,17.0875000000037
0.865130679209731,6.25,16.5125000000036
0.871492403661887,6.12,15.9750000000036
0.871492403661887,6.03,15.6250000000036
0.871492403661887,6.13,15.9250000000036
0.871492403661887,6.26,16.4750000000036
0.729366254350413,6.43,17.3375000000037
0.653208633737876,24.15,18.4000000000037
0.844426456611288,21.98,18.5000000000037
0.844426456611288,21.22,17.7000000000037
0.844426456611288,20.81,17.1875000000036
0.844426456611288,19.98,16.4500000000036
0.844426456611288,20.81,17.1875000000036
0.844426456611288,21.22,17.7000000000037
0.844426456611288,21.98,18.5000000000037
0.653208633737876,24.15,18.4000000000037
0.729366254350413,6.43,17.3375000000037
0.871492403661887,6.26,16.4750000000036
0.871492403661887,6.13,15.9250000000036
0.871492403661887,6.03,15.6250000000036
0.871492403661887,5.95,15.3875000000036
0.871492403661887,6.03,15.6125000000036
0.871492403661887,6.14,15.9500000000036
0.871492403661887,6.27,16.5250000000036
0.771793572525786,6.33,17.7125000000037
0.60015627801353,31.16,19.0250000000037
0.844426456611288,22.09,17.6000000000037
0.844426456611288,21.68,17.5500000000037
0.844426456611288,20.84,16.7000000000037
0.844426456611288,21.68,17.5500000000037
0.844426456611288,22.09,17.6000000000037
0.60015627801353,31.16,19.0250000000037
0.771793572525786,6.33,17.7125000000037
0.871492403661887,6.27,16.5250000000036
0.871492403661887,6.14,15.9500000000036
0.871492403661887,6.03,15.6125000000036
0.871492403661887,5.95,15.3875000000036
0.871492403661887,5.88,15.2250000000036
0.871492403661887,5.95,15.3875000000036
0.871492403661887,6.04,15.6250000000036
0.871492403661887,6.15,16.0000000000036
0.871492403661887,6.19,16.7125000000037
0.800091611187139,5.96,17.8750000000037
0.519371244987689,51.89,18.1875000000037
0.844426456611288,22.42,17.2500000000037
0.844426456611288,21.87,17.1500000000037
0.844426456611288,22.42,17.2500000000037
0.519371244987689,51.89,18.1875000000037
0.800091611187139,5.96,17.8750000000037
0.871492403661887,6.19,16.7125000000037
0.871492403661887,6.15,16.0000000000036
0.871492403661887,6.04,15.6250000000036
0.871492403661887,5.95,15.3875000000036
0.871492403661887,5.88,15.2250000000036
0.871492403661887,5.82,15.0875000000036
0.871492403661887,5.88,15.2250000000036
0.871492403661887,5.96,15.4125000000036
0.871492403661887,6.05,15.6625000000036
0.871492403661887,6.07,16.1750000000036
0.871492403661887,5.86,16.9125000000037
0.817633459112794,5.7,18.1625000000037
0.53731373738672,5.59,17.4500000000037
0.813823718933488,23.02,17.1500000000037
0.53731373738672,5.59,17.4500000000037
0.817633459112794,5.7,18.1625000000037
0.871492403661887,5.86,16.9125000000037
0.871492403661887,6.07,16.1750000000036
