90th-percentile,mean,10th-percentile
7.0974126059613845,2.709957573063147,0.
11.189389029924923,7.252393175956735,0.
12.874063079955437,10.771482992459482,8.75181473761452
15.764283976617177,13.601317967627695,11.570603521660194
18.389978201612013,16.217325049192002,14.372960614616762
19.571258734265626,17.395712189969608,15.620411432439637
