90th-percentile,mean,10th-percentile
8.828455622655694,3.1889045335099073,0.
12.230957155473023,8.443310622872152,6.3461574322947545
15.025104830945361,12.07470618168319,10.026801086093394
17.517043440621666,14.705922781641668,12.722047913243461
19.987505929874015,17.203644855433165,15.266657128184502
21.163077730067087,18.336643565179788,16.4604245191574
