confidence,order_of_highest_convergence,output_90fraction_completion
0.185393341181365,17.71,14.1250000000036
0.185393341181365,16.85,13.5875000000036
0.814606658818634,15.83,13.3250000000036
0.814606658818634,14.31,13.1750000000036
0.814606658818634,11.71,12.5375000000036
0.814606658818634,11.64,12.4000000000036
0.814606658818634,11.58,12.3375000000036
0.185393341181366,11.54,12.2875000000036
0.185393341181366,11.5,12.2375000000036
0.185393341181366,11.54,12.2875000000036
0.814606658818634,11.58,12.3375000000036
0.814606658818634,11.64,12.4000000000036
0.814606658818634,11.71,12.5375000000036
0.814606658818634,14.31,13.1750000000036
0.814606658818634,15.83,13.3250000000036
0.185393341181365,16.85,13.5875000000036
0.185393341181365,17.71,14.1250000000036
0.185393341181365,18.05,14.4375000000036
0.814606658818634,17.06,13.8500000000036
0.814606658818634,15.94,13.4750000000036
0.814606658818634,14.33,13.3000000000036
0.814606658818634,11.37,12.5375000000036
0.814606658818634,11.3,12.4250000000036
0.814606658818634,11.24,12.3375000000036
0.814606658818634,11.19,12.2750000000036
0.185393341181366,11.15,12.2250000000036
0.814606658818634,11.19,12.2750000000036
0.814606658818634,11.24,12.3375000000036
0.814606658818634,11.3,12.4250000000036
0.814606658818634,11.37,12.5375000000036
0.814606658818634,14.33,13.3000000000036
0.814606658818634,15.94,13.4750000000036
0.814606658818634,17.06,13.8500000000036
0.185393341181365,18.05,14.4375000000036
0.185393341181365,18.53,15.0875000000036
0.814606658818634,17.37,14.2375000000036
0.814606658818634,16.1,13.6875000000036
0.814606658818634,14.38,13.4250000000036
0.814606658818634,10.95,12.5750000000036
0.814606658818634,10.88,12.4250000000036
0.814606658818634,10.82,12.3250000000036
0.814606658818634,10.77,12.2750000000036
0.814606658818634,10.73,12.2250000000036
0.814606658818634,10.77,12.2750000000036
0.814606658818634,10.82,12.3250000000036
0.814606658818634,10.88,12.4250000000036
0.814606658818634,10.95,12.5750000000036
0.814606658818634,14.38,13.4250000000036
0.814606658818634,16.1,13.6875000000036
0.814606658818634,17.37,14.2375000000036
0.185393341181365,18.53,15.0875000000036
0.814606658818634,18.8,15.6625000000036
0.814606658818634,17.82,14.8875000000036
0.814606658818634,16.34,13.9875000000036
0.814606658818634,14.45,13.6250000000036
0.814606658818634,10.4,12.5875000000036
0.814606658818634,10.34,12.4375000000036
0.814606658818634,10.28,12.3375000000036
0.814606658818634,10.23,12.2375000000036
0.814606658818634,10.19,12.1875000000036
0.814606658818634,10.23,12.2375000000036
0.814606658818634,10.28,12.3375000000036
0.814606658818634,10.34,12.4375000000036
0.814606658818634,10.4,12.5875000000036
0.814606658818634,14.45,13.6250000000036
0.814606658818634,16.34,13.9875000000036
0.814606658818634,17.82,14.8875000000036
0.814606658818634,18.8,15.6625000000036
0.814606658818634,18.93,15.3375000000036
0.814606658818634,18.31,16.0625000000036
0.814606658818634,16.71,14.4625000000036
0.814606658818634,14.57,13.8750000000036
0.814606658818634,9.59,12.5875000000036
0.814606658818634,9.56,12.4000000000036
0.814606658818634,9.52,12.2875000000036
0.814606658818634,9.47,12.2000000000036
0.814606658818634,9.43,12.1375000000036
0.814606658818634,9.47,12.2000000000036
0.814606658818634,9.52,12.2875000000036
0.814606658818634,9.56,12.4000000000036
0.814606658818634,9.59,12.5875000000036
0.814606658818634,14.57,13.8750000000036
0.814606658818634,16.71,14.4625000000036
0.814606658818634,18.31,16.0625000000036
0.814606658818634,18.93,15.3375000000036
0.739097410570848,19.45,15.6375000000036
0.814606658818634,18.52,16.3000000000036
0.814606658818634,17.26,15.4125000000036
0.814606658818634,14.78,14.3000000000036
0.814606658818634,1.48,12.5625000000036
0.814606658818634,1.48,12.3500000000036
0.814606658818634,1.48,12.2000000000036
0.814606658818634,1.48,12.1000000000036
0.814606658818634,7.84,12.0375000000036
0.814606658818634,1.48,12.1000000000036
